label	key	reference	method	subsample_ref	mean_rank	median_rank	mean_norm_rank	n_studies	n_wins	mean_f1_across_studies	std_f1_across_studies	mean_support	total_samples	win_fraction
Neuron	global	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	6.583333333333333	5.0	0.1595238095238095	6	2	0.8823620748151547	0.19225185815670875	39.80992063492064	67	0.3333333333333333
Non-neuron	global	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	3.9285714285714284	3.5	0.0836734693877551	7	3	0.9918830014561246	0.010151940382176669	64.7561224489796	69	0.42857142857142855
OPC	class	whole cortex	scvi_knn	100	2.9166666666666665	2.25	0.23958333333333334	6	2	0.2770114412600383	0.2885671978593911	8.003535353535353	62	0.3333333333333333
OPC	family	whole cortex	scvi_knn	100	2.9166666666666665	2.25	0.23958333333333334	6	2	0.2770114412600383	0.2885671978593911	8.003535353535353	62	0.3333333333333333
OPC	subclass	whole cortex	scvi_knn	100	2.9166666666666665	2.25	0.23958333333333334	6	2	0.2770114412600383	0.2885671978593911	8.003535353535353	62	0.3333333333333333
Oligodendrocyte	class	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	2.0833333333333335	2.0	0.03095238095238095	6	3	0.9740733919731775	0.02948514220545841	17.315079365079367	67	0.5
Oligodendrocyte	family	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	2.0833333333333335	2.0	0.03095238095238095	6	3	0.9740733919731775	0.02948514220545841	17.315079365079367	67	0.5
Oligodendrocyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	seurat	100	2.0833333333333335	2.0	0.03095238095238095	6	3	0.9740733919731775	0.02948514220545841	17.315079365079367	67	0.5
Pericyte	subclass	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	scvi_knn	500	2.0	2.0	0.058823529411764705	1	1	0.9333333333333333		2.0	3	1.0
Vascular	class	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	6.833333333333333	6.0	0.16666666666666666	6	2	0.9769827329327686	0.020409181075428207	31.713492063492065	65	0.3333333333333333
Vascular	family	Single-cell RNA-seq for all cortical  hippocampal regions 10x	seurat	500	6.833333333333333	6.0	0.16666666666666666	6	2	0.9769827329327686	0.020409181075428207	31.713492063492065	65	0.3333333333333333
